ticker,RMSE,R2,MAPE
DERM,1.586623879,0.964970635,5.480171968
DEST,0.236060628,0.97448494,4.467542888
DEX,0.07577019,0.991052477,0.528548389
DF,0.377580143,0.991703478,2.030345599
DFBG,0.308499792,0.931452644,5.463966041
DFFN,0.071870434,0.96060227,4.732843862
DFP,0.177027516,0.955958839,0.568024376
DFRG,0.455646142,0.947587249,2.244339582
DFS,1.056115016,0.97355011,1.153002794
DFVS,1.026364905,0.932947239,2.70089043
DG,1.620141225,0.98155213,1.43529833
DGICA,0.283494623,0.92659104,1.317047811
DGICB,0.924314539,0.463550029,4.330246442
DGII,0.279203494,0.965545953,1.818097276
DGLD,1.031742474,0.948969002,1.73257194
DGLY,0.169853493,0.961756395,3.705323222
DGRE,0.298737845,0.906945636,0.856956032
DGRS,0.338293512,0.959902847,0.738979852
DGRW,0.380747064,0.964786709,0.642837805
DGX,1.340460441,0.962426589,0.896104012
DHCP,0.643571475,0.956612149,7.438399615
DHF,0.02242584,0.945765046,0.517094627
DHI,0.804819748,0.986194428,1.452999152
DHIL,2.598224479,0.894584982,0.996207214
DHR,1.098453456,0.982201451,0.822684371
DHT,0.112334354,0.909038166,2.162518959
DHX,0.152955548,0.988124896,4.089052256
DHXM,0.134006759,0.917398585,3.562785836
DIAX,0.22963661,0.894539519,0.905318575
DIN,1.556039389,0.987131498,1.954789773
DIOD,0.665760676,0.974826602,1.77106599
DIS,1.336341466,0.91929603,0.957911685
DISCA,0.595651651,0.965165024,1.872070967
DISCB,2.670004056,0.694382211,6.138506067
DISCK,0.556131506,0.971922242,1.823271202
DISH,1.181762304,0.989585192,1.805442744
DJCO,4.488071696,0.854234412,1.498744603
DK,0.92983685,0.992547232,2.156397583
DKL,0.707770356,0.775243772,1.961048256
DKS,1.20836015,0.980603212,2.384101745
DKT,0.092903551,0.987233568,0.282069586
DL,0.242051941,0.95386564,2.034794992
DLB,1.054002576,0.977985228,1.228931376
DLBL,1.366588076,0.927011413,1.30649288
DLBS,0.488989598,0.923900568,2.095637765
DLNG,0.228212571,0.979972129,1.677829974
DLPH,3.629337644,0.971024315,2.193498068
DLPN,0.53052383,0.828820592,6.911826294
DLR,1.815719545,0.943416563,1.238501996
DLTH,0.615239044,0.967844888,2.35948055
DLTR,1.97545033,0.972654471,1.515830191
DLX,1.071586155,0.918237909,1.182301641
DM,0.629571209,0.991529367,2.416472746
DMB,0.071429245,0.924909857,0.441549813
DMLP,0.315836449,0.971586218,1.454176277
DMO,0.285281536,0.968536274,0.878764868
DMPI,0.064111287,0.955194037,4.343423938
DMRC,1.121018569,0.923723387,2.529102605
DNB,2.345541879,0.932970844,1.196094835
DNBF,0.652611633,0.76703405,1.447758749
DNI,0.117783061,0.967273539,0.647391615
DNKN,0.882548705,0.980558204,1.135674704
DNOW,0.428054166,0.957934109,2.634627719
DNP,0.07981146,0.9765933,0.579196922
DNR,0.141024252,0.984916981,4.175837351
DO,0.576910908,0.957255409,2.824729586
DOC,0.245779296,0.955209112,1.204839383
DOOR,1.686808902,0.88033013,1.654244571
DORM,1.532214963,0.928620751,1.574791413
DOV,1.208367349,0.976777928,1.220266328
DOX,0.68158167,0.957212469,0.783473184
DPG,0.152418405,0.919901641,0.781690369
DPLO,0.941004324,0.896393777,3.096886785
DPS,1.603231119,0.985539835,0.80161475
DPZ,4.037525925,0.987376428,1.398497008
DQ,2.149383754,0.97736233,3.76123661
DRAD,0.107130401,0.990721495,2.744805323
DRD,0.137282928,0.981329933,2.81553055
DRE,0.352582668,0.950477789,1.014709791
DRH,0.184042315,0.91871064,1.310253468
DRI,1.630407379,0.978933917,1.270728667
DRIO,0.1059275,0.857843829,4.246689167
DRNA,0.563999151,0.96174804,4.170102855
DRQ,1.273124556,0.963200231,1.899449262
DRRX,0.090725054,0.953122894,3.851106788
DRUA,0.103434992,0.896807458,0.319371735
DS,0.166674865,0.983402859,2.272682952
DSE,0.141015077,0.88626961,2.052068221
DSGX,0.426738764,0.986307936,1.166522653
DSKE,0.251090332,0.820724268,2.07912713
DSL,0.146877543,0.885905057,0.559228747
DSLV,0.970554221,0.870180514,2.885559558
DSPG,0.265122913,0.87611293,1.634202943
DSU,0.054513234,0.978541074,0.365578336
DSW,0.603662532,0.963406092,2.177348301
DSX,0.161445193,0.876283267,3.073816444
DSXN,0.163116338,0.479430364,0.458542612
DTE,1.104886305,0.961294326,0.822341325
DTEA,0.153904027,0.846912883,3.392718975
DTF,0.075185644,0.971291966,0.390616945
DTJ,0.132229744,0.887492612,0.397671818
DTQ,0.122963751,0.910576007,0.365794839
DTRM,0.117495134,0.974070698,4.320829075
DTUL,1.207335269,0.824515903,1.387938858
DTUS,0.465236802,0.981596816,1.021105595
DTYL,1.585132062,0.897107493,1.361463486
DTYS,0.436977416,0.975623184,1.799563393
DUC,0.03589879,0.925746226,0.313961969
DUK,0.763991531,0.966709792,0.750441824
DUKH,0.130090265,0.923424291,0.396913891
DVA,1.267405673,0.947719237,1.368417247
DVAX,0.745348216,0.985040344,3.549348001
DVCR,0.322350764,0.954028146,2.59405604
DVD,0.057510519,0.690053694,2.162257814
DVN,0.962634013,0.964892441,1.949491377
DVY,0.673669313,0.979873894,0.522952773
DWAQ,1.215744973,0.987767618,0.874951645
DWAS,0.609843633,0.97998209,0.919795045
DWAT,0.147621587,0.805071373,0.902568755
DWCH,0.3750148,0.954521801,2.894099278
DWDP,1.031272974,0.958008818,1.170465957
DWFI,0.123595098,0.921670813,0.391590542
DWIN,0.112002029,0.900874658,0.336220281
DWSN,0.224084186,0.975564306,2.857481382
DWTR,0.404541594,0.79718805,1.132067004
DX,0.07290932,0.933752107,0.874915315
DXB,0.097231999,0.992956518,0.274364742
DXC,1.319859782,0.988442807,1.309017364
DXCM,3.169191606,0.967952609,2.375736608
DXGE,0.295950897,0.854621717,0.696309016
DXJS,0.558635495,0.909439194,0.954452848
DXLG,0.121285777,0.961400665,3.78680313
DXPE,1.294230986,0.931160609,2.467150548
DY,3.162453511,0.937872772,2.059222873
DYNT,0.101796247,0.819766565,2.794804609
DYSL,0.042605682,0.674087136,2.522170035
DZSI,0.222729661,0.9888638,2.069443533
E,0.4844437,0.977948377,1.120091648
EA,2.39224272,0.982399097,1.46355216
EAB,0.15583401,0.795680471,0.491545067
EAE,0.187402947,0.715002814,0.568944913
EARN,0.147396945,0.975069291,0.989954016
EARS,0.477499108,0.952182565,8.091981636
EAT,0.904465139,0.975404124,1.779304
EBAY,0.710762862,0.956540039,1.280706779
EBAYL,0.107168149,0.827577498,0.311314984
EBF,0.400235614,0.955721868,1.604701933
EBIX,1.375987941,0.982546671,1.442259811
EBMT,0.298401559,0.911901696,1.155478604
EBR,0.268897274,0.946196725,3.587210717
EBS,1.072680303,0.987210273,1.862021256
EBSB,0.305923445,0.942604853,1.234310083
EBTC,0.727107638,0.926433757,1.646872162
EC,0.408729914,0.993777977,1.905871169
ECA,0.330754586,0.942888672,2.308615989
ECC,0.20934138,0.838075677,0.84378387
ECCA,0.11273563,0.828518597,0.325809398
ECHO,0.655172898,0.983473249,2.106041391
ECL,1.337616338,0.976329692,0.763510424
ECOL,1.256609755,0.959398389,1.647328762
ECOM,0.336730693,0.979035996,2.102323553
ECPG,0.915735513,0.972134463,1.679246002
ECR,0.090966112,0.954835818,3.870890223
ECT,0.060203997,0.844706134,2.441532477
ECYT,0.45206553,0.992204333,4.44889388
ED,0.832438595,0.965436423,0.842822044
EDAP,0.123202937,0.87545237,2.447758785
EDD,0.07187606,0.968994743,0.766864299
EDF,0.184238919,0.929819497,0.934311683
EDGE,1.248116875,0.961232869,12.89492268
EDGW,0.154637489,0.951159214,1.766539923
EDI,0.163647,0.925242589,0.889144494
EDIT,1.447522847,0.825199427,3.205525562
EDN,1.187011908,0.985522565,2.034439578
EDR,0.480193302,0.973937274,1.025418017
EDU,2.443326247,0.98068285,2.270729926
EDUC,0.371503415,0.984275468,3.165079662
EE,0.671559864,0.982041354,0.977494198
EEA,0.095263066,0.984920491,0.74928354
EEFT,1.571502399,0.956213811,1.198356219
EEI,0.220567231,0.969639728,1.411009377
EEMA,0.915800822,0.949803134,0.961339857
EEP,0.418513182,0.980247758,1.947760781
EEQ,0.368904964,0.975369208,1.941214334
EFC,0.114011606,0.981798227,0.574446024
EFF,0.078310683,0.936729778,0.356696332
EFII,1.754270657,0.950043149,2.29858732
EFOI,0.151921872,0.961446868,3.960656005
EFR,0.081684268,0.934784361,0.458623989
EFSC,0.702126866,0.984839548,1.203839848
EFT,0.072782641,0.961786533,0.40207855
EFX,2.300699162,0.955331094,1.186259519
EGAN,0.372573555,0.992840266,3.815914042
EGBN,1.495562834,0.777105611,1.497036829
EGF,0.06645728,0.907978677,0.347961353
EGHT,0.505072541,0.970251183,2.143823323
EGIF,0.098140146,0.883274345,0.493084779
EGL,0.924213912,0.910417326,2.100670304
EGLE,0.194346002,0.883158247,2.642024607
EGLT,0.062075225,0.953989965,5.689240163
EGN,1.442072151,0.961386932,1.959223412
EGO,0.095659941,0.990425813,3.261036619
EGOV,0.406860414,0.981488906,1.602689587
EGP,1.095801882,0.983511673,1.028109575
EGRX,1.827789269,0.965233518,2.293430889
EGY,0.107359752,0.973224786,3.930223706
EHC,0.864033258,0.993443443,1.196615339
EHI,0.05179132,0.969388951,0.408491097
EHIC,0.20579366,0.908635307,1.102168132
EHT,0.055240493,0.474450155,0.44580691
EHTH,0.654508651,0.982327839,2.404514005
EIG,0.652749336,0.958739459,1.203035167
EIGI,0.228042945,0.930988505,1.89607802
EIGR,0.935210218,0.75968469,4.538916749
EIX,1.12287145,0.972102399,1.029610232
EKSO,0.209787474,0.81094914,5.699940343
EL,1.887020168,0.994536094,1.071944893
ELC,1108.89877,0.975387638,1508.757286
ELGX,0.304876264,0.919833004,3.679143204
ELJ,7.701393816,-0.217122582,790.2423516
ELLI,2.431617406,0.934553322,1.66625141
ELON,0.284580388,0.938930101,2.371407876
ELOX,0.831068325,0.968216432,6.807618561
ELP,0.235684438,0.959595393,2.279536553
ELS,0.895442385,0.982165717,0.82168736
ELSE,0.11124927,0.793115062,2.085635507
ELTK,0.249353943,0.688813479,4.325552472
ELU,0.182725966,0.78025097,0.562069608
ELY,0.319651596,0.989133706,1.542077914
EMB,0.423890768,0.978118712,0.29476034
EMCB,0.29860985,0.918180851,0.327060827
EMCG,0.346366884,0.95789707,1.071250793
EMCI,0.437649551,0.845728703,1.199009934
EMD,0.0953113,0.964309899,0.513296404
EME,1.269377208,0.964793719,1.288402576
EMES,0.358800659,0.84920876,3.588757748
EMF,0.188430951,0.98725284,0.929560394
EMIF,0.36990599,0.963619847,0.891252499
EMITF,0.061101469,0.951836104,1.694880417
EMKR,0.283836624,0.981229029,2.534830413
EML,0.645625772,0.966378245,1.785515794
EMMS,0.139899426,0.97725246,2.571613618
EMN,1.323985486,0.986311674,1.116301768
EMO,0.19290494,0.91382139,1.352125876
EMP,34.64177506,0.168090247,194.6926934
EMR,0.939052686,0.97846963,1.134744796
ENB,0.605945923,0.953605858,1.332009263
ENBL,0.321725002,0.959166039,1.610911833
ENDP,0.499992906,0.972572885,3.477478881
ENFC,0.447601712,0.638452709,1.246236562
ENG,0.089910176,0.970367207,4.131764526
ENIA,0.170464151,0.971803649,1.350671503
ENIC,0.099598722,0.957304298,1.470373594
ENJ,0.173986971,0.801353111,0.520774633
ENLC,0.397052597,0.864719103,1.87648297
ENLK,0.361532722,0.897169645,1.796955282
ENO,0.135058707,0.889198991,0.430874528
ENPH,0.2524715,0.984064995,4.881471499
ENR,1.402879975,0.954571244,1.688699017
ENS,1.565166313,0.908712681,1.486411976
ENSG,0.574833006,0.991659236,1.68436188
ENT,0.153204403,0.951986435,4.992522903
ENTA,3.403701494,0.983478846,2.539123355
ENTG,0.671383434,0.987553173,1.755942281
ENV,1.014869281,0.987256046,1.533964631
ENVA,0.987903031,0.985086095,2.391124601
ENZ,0.22332016,0.988336016,2.154866572
ENZL,0.431217228,0.979743167,0.741189244
EOCC,0.394164055,0.979821211,1.274174432
EOD,0.052136528,0.978037296,0.703531445
EOG,1.890604456,0.972618367,1.389964571
EOI,0.12833739,0.991652951,0.698608636
EOS,0.156686516,0.992227695,0.70950332
EOT,0.173850408,0.957743546,0.587675737
EPAM,2.117279164,0.986095127,1.411939124
EPAY,0.628838373,0.996078862,1.279496719
EPC,1.175389721,0.989771604,1.463276118
EPD,0.362136492,0.950195331,1.108984512
EPE,0.151999465,0.928181783,5.436687703
EPIX,0.466872374,0.921751539,6.421841648
EPR,0.913725869,0.964397834,1.100761166
EPZM,0.802983657,0.891918589,3.990084665
EQBK,0.596482167,0.903939101,1.14045286
EQC,0.279082122,0.8778741,0.698995696
EQFN,0.221225155,0.738639902,1.140583027
EQGP,0.528129005,0.916461225,1.726648899
EQIX,6.697123228,0.960828338,1.207182766
EQM,1.170151663,0.973913728,1.462077276
EQR,0.683430675,0.945917504,0.872552622
EQS,0.055001192,0.909459104,1.369077631
EQT,1.431193681,0.936904423,1.83215253
ERA,0.352309922,0.945996248,2.569865921
ERF,0.309688158,0.967676977,2.452793475
ERI,1.158506328,0.960369243,2.237090324
ERIC,0.165953009,0.951765491,1.674953508
ERIE,1.554207728,0.88729872,1.00041024
ERII,0.316997738,0.921386324,2.709758312
ERJ,0.611252844,0.951519124,1.885740859
EROS,0.508393722,0.865054865,3.000752086
ES,0.664260221,0.954663469,0.836913741
ESBK,0.111530034,0.605369593,0.398646993
ESCA,0.305254282,0.848379815,1.803664216
ESE,1.103950347,0.872886668,1.303223363
ESEA,0.116376313,0.850693334,3.822240346
ESES,0.047400258,0.972166354,3.763367532
ESGR,2.963561417,0.935646183,1.066190647
ESIO,0.740419376,0.986141245,2.833316334
ESL,2.114505091,0.944466364,1.598557053
ESLT,2.032216148,0.97583721,1.129651379
ESND,0.548341285,0.977156436,2.576440089
ESNT,1.138744356,0.926951079,2.041752211
ESPR,3.153190101,0.943822268,3.549091336
ESRT,0.207825746,0.981143114,0.933347115
ESRX,1.376576829,0.965024991,1.407018668
ESS,3.059271707,0.949276246,1.001236546
ESSA,0.212037866,0.884326656,1.062828368
ESTE,0.429307769,0.943636872,3.002422858
ESV,0.280461661,0.979043256,3.231553536
ESXB,0.163530492,0.937055767,1.438522555
ETB,0.129837313,0.938994614,0.578933914
ETE,0.369240577,0.863905024,1.711502763
ETFC,0.893279284,0.992621636,1.402680683
ETG,0.148638741,0.98843441,0.662396248
ETH,0.706846305,0.953603488,1.863852353
ETJ,0.073328215,0.981586085,0.596521509
ETM,0.317717737,0.978848909,2.143917452
ETN,1.057347657,0.952908485,1.05592639
ETO,0.25825339,0.98471439,0.807024395
ETP,0.412703071,0.959908173,1.654236421
ETR,0.890411971,0.968099754,0.909502326
ETSY,1.264027578,0.981151085,2.579778336
ETV,0.102622667,0.980764841,0.489031275
ETW,0.102795715,0.987601552,0.631639741
ETX,0.141241421,0.895795503,0.528743945
ETY,0.112889386,0.987751202,0.674217912
EUFN,0.262365449,0.976146609,0.926675554
EURN,0.209765436,0.77748879,1.885060143
EV,0.719119316,0.983091339,1.120680493
EVA,0.462204906,0.933332513,1.231951735
EVC,0.170503249,0.956451199,2.216538409
EVF,0.033384774,0.942049895,0.39813172
EVFM,0.412115379,0.980854305,4.741361398
EVG,0.067379849,0.965827625,0.392347317
EVGN,0.108104664,0.967011877,2.343491551
EVH,0.6778688,0.96638377,2.824061018
EVHC,1.483473436,0.934031829,2.212199942
EVK,0.140453569,0.946415038,3.181463224
EVLV,0.053106354,0.918373062,3.053632723
EVN,0.07835828,0.945865248,0.509670215
EVOK,0.105643501,0.93473129,2.976315143
EVR,1.647858691,0.986784508,1.416289628
EVRI,0.229633907,0.984523667,2.467263588
EVT,0.199307304,0.9835326,0.636625112
EVTC,0.365194215,0.98914789,1.545148471
EW,2.29110227,0.984170712,1.340535147
EWBC,1.072213047,0.972186607,1.419129098
EWZS,0.348054583,0.958147501,1.736674272
EXAS,1.894417524,0.983761925,2.984120329
EXC,0.446262488,0.977933318,0.935957871
EXD,0.102517393,0.965860647,0.725013993
EXEL,0.913898899,0.943096672,2.858159265
EXFO,0.147266568,0.939706529,2.332228427
EXG,0.091201881,0.984924367,0.729532914
EXK,0.138524038,0.950947133,3.344961061
EXLS,0.722848254,0.98161173,0.908960979
EXP,1.941003629,0.920305807,1.481450213
EXPD,1.095993889,0.977819782,1.226095834
EXPE,2.963370662,0.952923744,1.489772605
EXPO,0.608725978,0.993059205,1.192478478
EXPR,0.336774718,0.957893523,3.052949743
EXR,1.228811303,0.980531317,1.19755948
EXTN,0.66815263,0.65452513,1.932573703
EXTR,0.428316934,0.972213843,2.753644117
EYEG,0.055151838,0.698196804,5.607261235
EYES,0.108119856,0.703625552,4.264755082
EZPW,0.308706487,0.972939488,2.053997478
EZT,0.223032893,0.823283967,0.675506481
F,0.181867426,0.924297996,1.204290583
FAB,0.477512744,0.966510559,0.664800043
FAD,0.612197909,0.99188434,0.714563747
FAF,0.692926111,0.99151758,1.032862712
FAM,0.063250942,0.981067076,0.443774639
FANG,3.433267198,0.950270896,2.210676379
FANH,0.949508293,0.989769868,2.953094679
FARM,0.757434267,0.894705932,1.739361406
FARO,1.491311528,0.979979484,2.013107182
FAST,0.881648318,0.970052851,1.336320806
FATE,0.551481279,0.97021215,4.293293237
FB,4.602766824,0.88568685,1.61531646
FBC,0.59386272,0.973707812,1.360333126
FBHS,0.924839607,0.958577695,1.108734374
FBIO,0.1651461,0.95154539,3.343139446
FBIZ,0.369485942,0.94950592,1.146427255
FBK,0.672180658,0.675123645,1.249580911
FBMS,0.450305229,0.983253682,1.076407799
FBNC,0.557548567,0.98681332,1.264294342
FBNK,0.561422243,0.937574064,1.434309258
FBP,0.141486553,0.981271451,1.806264283
FBR,0.376660998,0.991970377,1.980848436
FBSS,0.417769046,0.956855113,1.553097003
FBZ,0.324185522,0.940524694,1.717945768
FC,0.652486517,0.971815598,1.929540909
FCA,0.609956311,0.935598746,1.512745599
FCAN,0.296898217,0.959229467,0.908631176
FCAP,1.034140877,0.90310743,1.861112053
FCAU,0.567990389,0.977100535,2.099247409
FCB,1.169430105,0.922988867,1.551348654
FCBC,0.531708884,0.969585423,1.461298911
FCCO,0.454692516,0.933043333,1.594487568
FCCY,0.328739225,0.96913926,1.198391408
FCEL,0.086963132,0.922133013,3.954666346
FCF,0.235263719,0.969181866,1.293471077
FCFS,1.090469136,0.995304067,1.181818344
FCN,1.016654879,0.992625745,1.42960181
FCNCA,6.919983559,0.968351329,1.381625033
FCPT,0.33007976,0.960053113,1.120521032
FCSC,0.636104609,0.986859277,5.125215999
FCT,0.069113708,0.803644644,0.417849281
FCVT,0.204033601,0.853838642,0.536557453
FCX,0.504307212,0.950592364,2.423164506
FDBC,1.795292814,0.964857512,2.543282985
FDC,0.433306554,0.982251726,1.605534499
FDEF,0.445160423,0.975700791,1.318192141
FDIV,0.233917417,0.884117044,0.373425734
FDP,1.120140423,0.960126563,1.474281613
FDS,2.71674644,0.979930164,1.04651915
FDT,0.521527568,0.983558444,0.64501795
FDTS,0.595242728,0.865359424,1.05944049
FDUS,0.195574499,0.955387844,0.98802553
FDX,3.536288445,0.980526952,1.171669259
FE,0.448778001,0.970077822,1.022352009
FEI,0.200092577,0.93393152,1.101878855
FEIM,0.218117243,0.952745253,1.791764524
FELE,0.896188943,0.917218906,1.545376046
FELP,0.120089384,0.736484564,2.406462085
FEM,0.347366679,0.980972061,0.984259871
FEMB,0.263161206,0.981225199,0.521977066
FEMS,0.509443242,0.962752342,0.930632511
FENG,0.262508206,0.960294208,3.230024763
FEO,0.164953588,0.979567896,0.735141401
FEP,0.406105445,0.964233525,0.746833794
FET,0.555770389,0.913660448,3.053208224
FEUZ,0.608022519,0.799430199,1.073486545
FEX,0.461329567,0.988023494,0.581073143
FEYE,0.413908516,0.910562115,1.875623867
FF,0.297595276,0.909900788,1.575489784
FFA,0.144266463,0.985323604,0.690737766
FFBC,0.559954948,0.94446868,1.528389649
FFC,0.154595054,0.970462041,0.561157873
FFG,1.43709817,0.950305955,1.512337048
FFHL,0.200142069,0.71886744,4.171741274
FFIC,0.530026632,0.794525824,1.423101393
FFIN,0.819006796,0.977395559,1.433301512
FFIV,2.422499274,0.984062014,1.223308631
FFKT,0.904267433,0.977668196,1.558242087
FFNW,0.363775631,0.946026717,1.514727386
FFWM,0.307456768,0.924669315,1.236697173
FGB,0.094995178,0.886216459,1.057226556
FGBI,0.591186895,0.459968901,1.648529688
FGEN,1.837319575,0.926826443,2.759424975
FGM,0.578233762,0.95850146,0.861446675
FGP,0.158200186,0.975483679,2.259625288
FHB,0.450080986,0.841138014,1.258522708
FHK,0.528224782,0.94848734,0.972820369
FHN,0.303431336,0.911730347,1.285125051
FI,0.239502647,0.926336932,2.711198354
FIBK,0.647547255,0.949394142,1.27713033
FICO,2.283179105,0.992310154,1.099716648
FIF,0.245441381,0.907328639,1.102771506
FII,0.542305394,0.976793608,1.412679944
FIS,1.001539692,0.98959976,0.796410841
FISI,0.46987083,0.936005875,1.166125032
FISV,0.745126279,0.989081031,0.809002048
FIT,0.228833998,0.886497046,3.070507445
FITB,0.502433348,0.972658607,1.329081854
FITBI,0.209409062,0.840648902,0.580719865
FIVE,1.87786078,0.989434431,1.744211171
FIVN,1.065992773,0.96568093,2.109058927
FIX,0.852814466,0.979524285,1.461840319
FIZZ,2.700912811,0.981486779,1.985013473
FJP,0.585101885,0.963379745,0.730113863
FKO,0.430543358,0.934241343,1.242119739
FKU,0.404267012,0.964557661,0.801317136
FL,1.732695178,0.982589031,2.264723371
FLAG,0.467649577,0.938282119,0.840054891
FLAT,0.797893747,0.832403869,0.900893249
FLC,0.134784942,0.974086449,0.509943543
FLDM,0.261986498,0.931203486,3.780760526
FLEX,0.338601823,0.948975543,1.367026591
FLIC,0.489705695,0.923832735,1.362843832
FLIR,0.777259928,0.990605514,1.138164509
FLKS,0.409864264,0.949525109,7.470008631
FLL,0.082689622,0.973451901,2.167722195
FLN,0.329136676,0.950249423,1.25380017
FLO,0.366429414,0.941570727,1.349707273
FLOW,1.024305548,0.963715705,1.823515698
FLR,1.209699739,0.958980301,1.491510328
FLS,1.000984029,0.909757604,1.657978896
FLT,3.500990093,0.984738832,1.416535094
FLWS,0.302472801,0.95789625,2.005625776
FLXN,1.04606922,0.658307716,3.208653003
FLXS,1.176782731,0.968482994,1.885397591
FLY,0.237958149,0.819155692,1.248674688
FMAO,1.381622947,0.893339879,2.449810153
FMB,0.113539327,0.858618246,0.162849293
FMBH,0.744678672,0.865485913,1.440713104
FMBI,0.39391349,0.941427206,1.274569436
FMC,1.520021396,0.984107455,1.426277203
FMI,3.892075821,0.982303609,3.314799528
FMK,0.333166335,0.98098166,0.720440562
FMN,0.075243374,0.959440162,0.411195611
FMNB,0.349617265,0.883018539,1.825144268
FMO,0.221207212,0.945789387,1.422378915
FMS,0.63613149,0.977955741,1.005622216
FMX,1.603976207,0.951931724,1.356339038
FMY,0.060034144,0.953350803,0.339660856
FN,1.177719584,0.950159607,2.294462134
FNB,0.238339129,0.892880174,1.305252377
FNBG,0.643559423,0.97300606,1.438642937
FNCB,0.211286581,0.943810262,1.964226354
FNF,0.491948414,0.992061791,1.05852673
FNGN,1.204243588,0.946163777,1.891126885
FNHC,0.449186617,0.97900929,1.906946387
FNJN,0.136953244,0.962422335,3.581249624
FNK,0.316078709,0.961698053,0.691555963
FNLC,0.550678844,0.907021587,1.483632294
FNSR,0.948940273,0.966829745,2.769940481
FNV,1.203617711,0.965385712,1.277864557
FNWB,0.250349975,0.605678012,1.139700821
FNX,0.583924354,0.985226539,0.712942165
FNY,0.413581729,0.988745522,0.809487216
FOE,0.385367288,0.987699806,1.443402658
FOF,0.113773934,0.976819858,0.692957051
FOLD,0.541951626,0.979211238,3.365687758
FOMX,0.223585945,0.816245845,2.79096916
FONE,0.53953208,0.947315725,0.80613242
FONR,0.808001438,0.961418427,2.103063919
FOR,0.416124376,0.989420866,1.340482103
FORD,0.134325447,0.817480732,3.348249141
FORK,0.144450806,0.923026713,2.874668199
FORM,0.483235935,0.932274859,2.458517852
FORR,0.817261253,0.912724405,1.384612201
FORTY,1.340734858,0.885152031,2.790857798
FOSL,0.974307855,0.983309064,4.043530834
FOX,0.62918384,0.990334305,1.359318859
FOXA,0.650100484,0.98964976,1.371528287
FOXF,1.198736704,0.973143896,1.589082904
FPA,0.367182888,0.957139206,0.856866818
FPAY,0.21620206,0.777385085,4.237869622
FPF,0.166719686,0.941318639,0.5481428
FPI,0.342496672,0.795834187,2.297128584
FPL,0.225468098,0.883124127,1.526858326
FPRX,1.665690088,0.965074632,3.746258162
FPXI,0.429177806,0.866195948,0.867107403
FR,0.373461862,0.975573782,1.000358444
FRA,0.071709896,0.952236145,0.419376487
FRAN,0.333122466,0.988295108,2.992865906
FRBA,0.232908318,0.914299036,1.288627091
FRBK,0.195626731,0.878947098,1.640333377
FRC,1.683525681,0.916917232,1.219856116
FRED,0.679772514,0.983435784,4.107485933
FRGI,0.619764247,0.976987525,2.137525547
FRME,0.690954958,0.959076681,1.33270785
FRO,0.161043852,0.962330005,2.167007084
FRPH,0.998251845,0.985372608,1.510806732
FRPT,0.664051888,0.982897379,2.178648569
FRSH,0.160582381,0.81780184,2.221559521
FRT,1.700853901,0.933282797,1.092082133
FSB,0.692389956,0.923381785,1.51042125
FSBC,0.287943859,0.633571212,1.279160694
FSBW,0.899423804,0.971698983,1.268876869
FSD,0.0880744,0.965834427,0.4105086
FSIC,0.106708783,0.876662746,1.069090916
FSLR,1.779621988,0.985234097,2.414074652
FSM,0.169694521,0.925234247,2.454437106
FSNN,0.246525256,0.958543515,3.974684953
FSS,0.429650199,0.984816892,1.400105595
FSTR,0.662031449,0.978504718,2.36472211
FSV,1.106962994,0.956563805,1.095397619
FSZ,0.477198694,0.906732978,0.71642143
FT,0.035181149,0.978050888,0.417852353
FTA,0.417428151,0.975376144,0.587558634
FTAG,0.308667113,0.980560992,0.902470004
FTAI,0.228102373,0.981996748,1.054594699
FTC,0.570534253,0.991298425,0.67316638
FTCS,0.389144391,0.991037938,0.529945904
FTD,0.420558686,0.979351345,4.691657396
FTEK,0.053498073,0.889122727,3.276437082
FTFT,0.328194449,0.96537944,5.927667391
FTGC,0.15122237,0.93361332,0.578093423
FTHI,0.196196809,0.831885793,0.62091414
FTI,0.689196006,0.93865276,1.755683226
FTK,0.415093434,0.983078981,3.800053209
FTLB,0.172039463,0.858432532,0.581230364
FTNT,1.059877168,0.991730612,1.500530699
FTR,0.997102542,0.994608914,4.452398344
FTRI,0.121745029,0.977648045,0.822648894
FTRPR,0.656957251,0.849678898,4.551722205
FTS,0.360728607,0.941024991,0.823963079
FTSL,0.034482273,0.99457973,0.055184527
FTSM,0.012670256,0.998649635,0.016344868
FTV,1.234090064,0.77000261,1.20235178
FUL,0.828307385,0.916358713,1.232665939
FULT,0.296139311,0.762433725,1.290041425
FUN,0.928782053,0.929307714,0.996505841
FUNC,0.61540932,0.780689769,1.947576201
FUND,0.065287265,0.982729623,0.690591204
FUSB,0.168850781,0.447101135,1.177828078
FV,0.352188345,0.939368945,0.911735782
FVC,0.355453044,0.886938678,1.023106662
FVE,0.07540122,0.971258846,3.264194577
FWONA,0.743279961,0.9327724,1.740235144
FWONK,0.848564347,0.907490672,1.927384802
FWP,0.292956909,0.843891833,5.291786772
FWRD,1.0109635,0.956115196,1.325223379
FYC,0.478597657,0.98793904,0.866702317
FYT,0.402514283,0.964529453,0.879152735
FYX,0.61412958,0.983858344,0.81125839
G,0.375724162,0.985591925,0.899986894
GAB,0.057162761,0.985128674,0.7375397
GABC,0.613980339,0.92529562,1.363619702
GAIA,0.372858319,0.988543666,1.968045103
GAIN,0.14816808,0.988772915,1.104440302
